rule,applicable_to,implemented,rule_location,rule_element,rule_file,rule_code,type,rule_type,optional,error_regex,context_required,rule_id
Element <prolog> can optionally contain element <resourceid>.,"['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""prolog"">",common/ryffineMetadata.rng,"<define name=""prolog"">
    <element name=""prolog"">
      <optional>
        <ref name=""author""/>
      </optional>
      <optional>
        <ref name=""source""/>
      </optional>
      <optional>
        <ref name=""critdates""/>
      </optional>
      <optional>
        <ref name=""permissions""/>
      </optional>
      <optional>
        <ref name=""metadata""/>
      </optional>
      <optional>
        <ref name=""resourceid""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""prolog"" missing required attribute ""(.+?)""', 'element ""prolog"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prolog"" incomplete; missing required element ""(.+?)""', 'element ""prolog"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,295
Element <prolog> can optionally contain element <source>.,"['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""prolog"">",common/ryffineMetadata.rng,"<define name=""prolog"">
    <element name=""prolog"">
      <optional>
        <ref name=""author""/>
      </optional>
      <optional>
        <ref name=""source""/>
      </optional>
      <optional>
        <ref name=""critdates""/>
      </optional>
      <optional>
        <ref name=""permissions""/>
      </optional>
      <optional>
        <ref name=""metadata""/>
      </optional>
      <optional>
        <ref name=""resourceid""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""prolog"" missing required attribute ""(.+?)""', 'element ""prolog"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prolog"" incomplete; missing required element ""(.+?)""', 'element ""prolog"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,296
"Element <prolog> children must appear in order: <author> (optional), <source> (optional), <critdates> (optional), <permissions> (optional), <metadata> (optional), <resourceid> (optional).","['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""prolog"">",common/ryffineMetadata.rng,"<define name=""prolog"">
    <element name=""prolog"">
      <optional>
        <ref name=""author""/>
      </optional>
      <optional>
        <ref name=""source""/>
      </optional>
      <optional>
        <ref name=""critdates""/>
      </optional>
      <optional>
        <ref name=""permissions""/>
      </optional>
      <optional>
        <ref name=""metadata""/>
      </optional>
      <optional>
        <ref name=""resourceid""/>
      </optional>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,297
Element <published> must contain element <completed>.,['Bookmap'],True,,"<define name=""published"">",rng/ryffineBookmap.rng,"<define name=""published"">
    <element name=""published"">
      <ref name=""completed""/>
    </element>
  </define>",rng,content_rule,False,"['element ""published"" missing required attribute ""(.+?)""', 'element ""published"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""published"" incomplete; missing required element ""(.+?)""', 'element ""published"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,298
Element <publisherinformation> can optionally contain element <organization>.,['Bookmap'],True,,"<define name=""publisherinformation"">",rng/ryffineBookmap.rng,"<define name=""publisherinformation"">
    <element name=""publisherinformation"">
      <optional>
        <ref name=""organization""/>
      </optional>
      <optional>
        <ref name=""printlocation""/>
      </optional>
      <optional>
        <ref name=""published""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""publisherinformation"" missing required attribute ""(.+?)""', 'element ""publisherinformation"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""publisherinformation"" incomplete; missing required element ""(.+?)""', 'element ""publisherinformation"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,299
Element <publisherinformation> can optionally contain element <printlocation>.,['Bookmap'],True,,"<define name=""publisherinformation"">",rng/ryffineBookmap.rng,"<define name=""publisherinformation"">
    <element name=""publisherinformation"">
      <optional>
        <ref name=""organization""/>
      </optional>
      <optional>
        <ref name=""printlocation""/>
      </optional>
      <optional>
        <ref name=""published""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""publisherinformation"" missing required attribute ""(.+?)""', 'element ""publisherinformation"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""publisherinformation"" incomplete; missing required element ""(.+?)""', 'element ""publisherinformation"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,300
Element <publisherinformation> can optionally contain element <published>.,['Bookmap'],True,,"<define name=""publisherinformation"">",rng/ryffineBookmap.rng,"<define name=""publisherinformation"">
    <element name=""publisherinformation"">
      <optional>
        <ref name=""organization""/>
      </optional>
      <optional>
        <ref name=""printlocation""/>
      </optional>
      <optional>
        <ref name=""published""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""publisherinformation"" missing required attribute ""(.+?)""', 'element ""publisherinformation"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""publisherinformation"" incomplete; missing required element ""(.+?)""', 'element ""publisherinformation"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,301
"Element <publisherinformation> children must appear in order: <organization> (optional), <printlocation> (optional), <published> (optional).",['Bookmap'],True,,"<define name=""publisherinformation"">",rng/ryffineBookmap.rng,"<define name=""publisherinformation"">
    <element name=""publisherinformation"">
      <optional>
        <ref name=""organization""/>
      </optional>
      <optional>
        <ref name=""printlocation""/>
      </optional>
      <optional>
        <ref name=""published""/>
      </optional>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,302
Element <refbody> must contain one or more of one of the following: <dl> or <example> or <ol> or <p> or <section> or <simpletable> or <table> or <ul>.,['Reference'],True,,"<define name=""refbody"">",rng/ryffineReference.rng,"<define name=""refbody"">
    <element name=""refbody"">
      <oneOrMore>
        <choice>
          <ref name=""table""/>
          <ref name=""simpletable""/>
          <ref name=""section""/>
          <ref name=""example""/>
          <ref name=""p""/>
          <ref name=""ul""/>
          <ref name=""ol""/>
          <ref name=""dl""/>
        </choice>
      </oneOrMore>
    </element>
  </define>",rng,containment_rule,False,"['element ""refbody"" missing required attribute ""(.+?)""', 'element ""refbody"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""refbody"" incomplete; missing required element ""(.+?)""', 'element ""refbody"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,303
"Element <reference> children must appear in order: <title>, <shortdesc>, <prolog>, <refbody>.",['Reference'],True,,"<define name=""reference"">",rng/ryffineReference.rng,"<define name=""reference"">
    <element name=""reference"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""title""/>
      <ref name=""shortdesc""/>
      <ref name=""prolog""/>
      <ref name=""refbody""/>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,304
Element <reference> must contain element <prolog>.,['Reference'],True,,"<define name=""reference"">",rng/ryffineReference.rng,"<define name=""reference"">
    <element name=""reference"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""title""/>
      <ref name=""shortdesc""/>
      <ref name=""prolog""/>
      <ref name=""refbody""/>
    </element>
  </define>",rng,content_rule,False,"['element ""reference"" missing required attribute ""(.+?)""', 'element ""reference"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""reference"" incomplete; missing required element ""(.+?)""', 'element ""reference"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,305
Element <reference> must contain element <refbody>.,['Reference'],True,,"<define name=""reference"">",rng/ryffineReference.rng,"<define name=""reference"">
    <element name=""reference"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""title""/>
      <ref name=""shortdesc""/>
      <ref name=""prolog""/>
      <ref name=""refbody""/>
    </element>
  </define>",rng,content_rule,False,"['element ""reference"" missing required attribute ""(.+?)""', 'element ""reference"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""reference"" incomplete; missing required element ""(.+?)""', 'element ""reference"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,306
Element <reference> must contain element <shortdesc>.,['Reference'],True,,"<define name=""reference"">",rng/ryffineReference.rng,"<define name=""reference"">
    <element name=""reference"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""title""/>
      <ref name=""shortdesc""/>
      <ref name=""prolog""/>
      <ref name=""refbody""/>
    </element>
  </define>",rng,content_rule,False,"['element ""reference"" missing required attribute ""(.+?)""', 'element ""reference"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""reference"" incomplete; missing required element ""(.+?)""', 'element ""reference"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,307
Element <reference> must contain element <title>.,['Reference'],True,,"<define name=""reference"">",rng/ryffineReference.rng,"<define name=""reference"">
    <element name=""reference"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""title""/>
      <ref name=""shortdesc""/>
      <ref name=""prolog""/>
      <ref name=""refbody""/>
    </element>
  </define>",rng,content_rule,False,"['element ""reference"" missing required attribute ""(.+?)""', 'element ""reference"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""reference"" incomplete; missing required element ""(.+?)""', 'element ""reference"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,308
Element <reference> uses attribute set 'id-atts'.,['Reference'],True,,"<define name=""reference"">",rng/ryffineReference.rng,"<define name=""reference"">
    <element name=""reference"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""title""/>
      <ref name=""shortdesc""/>
      <ref name=""prolog""/>
      <ref name=""refbody""/>
    </element>
  </define>",rng,element_uses_attribute_set_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,309
